Id de evento;Tipo;Fecha Evento;Título evento;Descripcion y Resumen Evento;Categorias;Subcategorias;Doble/Multiple Afectacion;Resolucion 1612;Resolucion 1820;Departmento;Municipio;Latitud;Longitud;Numero de afectados;Genero;Familia;Ocupacion;Etnia;Grupo poblacional;Edad;Estado;Condicion;Fecha de fuente;Tipo de fuente;Nombre de fuente;Fuente
57;Violencia;2024-01-09T00:00:00;Homicidio de un campesino en San Vicente del Caguán, Caquetá.;.Caquetá-San Vicente Del Caguán-martes 9 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Caquetá;San Vicente del Caguán;2.115277778;-74.77;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45299;Prensa;Caqueta al día;https://www.facebook.com/photo/?fbid=1147620563030295&set=a.949681722824181
58;Violencia;2024-01-06T00:00:00; Cuerpo hallado en la vereda 12 de Octubre en Cartagena del Chairá, Caquetá;Homicidio intencional en persona protegida.Caquetá-Cartagena Del Chairá-sábado 6 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Caquetá;Cartagena del Chairá;1.336111111;-74.84666667;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;No Aplica;Mayor de 18 años;Muerto;Desconocido;45297;Prensa;Caqueta al día;https://www.facebook.com/Informativo724Caqueta/posts/pfbid0cm5T9ry7jHxetdgGDxWhgRibJbsauqBKohZzVFnoBoGMdda2KaxMwJTzkibNEBkBl
59;Violencia;2024-01-09T00:00:00;Asesinan a  docente e hieren a su pareja sentimental en La Unión-Nariño;.Nariño-La Unión-martes 9 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Nariño;La Unión;1.605277778;-77.12972222;1;Femenino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Herido;Civil;45300;Prensa;Pulzo.com;Sin Enlace
60;Violencia;2024-01-09T00:00:00;Asesinan a  docente e hieren a su pareja sentimental en La Unión-Nariño;.Nariño-La Unión-martes 9 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Nariño;La Unión;1.605277778;-77.12972222;1;Masculino;0;Maestro(a);Sin información;Sin información;Mayor de 18 años;Muerto;Civil;45300;Prensa;Pulzo.com;Sin Enlace
61;Violencia;2024-01-10T00:00:00;Ejército Nacional desactiva explosivos en Toledo, Antioquia;.Antioquia-Toledo-miércoles 10 enero 2024;Uso de artefactos explosivos;Trampas explosivas- TE;No;No;No;Antioquia;Toledo;7.010277778;-75.70166667;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45301;Entidad Pública;Ejército;Séptima división del Ejército
62;Violencia;2024-01-09T00:00:00;Grupos fuertemente armados hacen presencia en la vereda Santa Lucia en Remedios;.Antioquia-Remedios-martes 9 enero 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Antioquia;Remedios;7.0275;-74.69388889;60;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Sin información;Sin información;No aplica;Desconocido;45300;Sociedad Civil;Analisisurbano.org;https://twitter.com/AnalisisUrbano
63;Violencia;2024-01-10T00:00:00;Un comunero fue secuestrado, torturado y luego asesinado en el Cauca;.Cauca-Morales-miércoles 10 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Cauca;Morales;2.760280556;-76.6339;1;Masculino;0;Otro;Indígena-Desconocido;Población en general;Mayor de 18 años;Muerto;Civil;45301;Radio;La W;https://www.wradio.com.co/2024/01/10/un-comunero-fue-secuestrado-torturado-y-luego-asesinado-en-el-cauca/ 
64;Violencia;2024-01-09T00:00:00;En el marco de del Plan Ayacucho se logró la recuperación de dos menores de edad, quienes estarian en manos del del grupo armado residual Frente Primero Armando Ríos en el municipio de Florencia, departamento del Caquetá.;.Caquetá-Florencia-martes 9 enero 2024;Ataques contra la población civil;Desvinculación de menores de edad;No;Si;No;Caquetá;Florencia;1.614166667;-75.61166667;2;Masculino;0;Sin Información;Sin información;Sin información;Menor de 18 años;No aplica;Desconocido;45300;Facebook;Informativo 7/24 Caquetá;https://www.facebook.com/Informativo724Caqueta/posts/pfbid0WnmhQjRaCDM7Tm5Q8uzoznDJPKaERYk4SPKDqr1sbTqedUeA8AMSWvJGWLAH8V7xl
65;Violencia;2024-01-09T00:00:00;Enfrentamientos entre disidencias y el ELN en zona rural de Toribío. ;.Cauca-Toribío-martes 9 enero 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;No;No;Cauca;Toribío;2.958055556;-76.27138889;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45300;Prensa;periodicovirtual.com;https://periodicovirtual.com/combates-entre-disidencias-y-el-eln-en-zona-rural-de-toribio/
66;Violencia;2024-01-06T00:00:00;Secuestran al Delegado de la Registraduría en Chocó, vía Quibdó-Istmina ;.Chocó-Quibdó-sábado 6 enero 2024;Ataques contra la población civil;Secuestro;No;No;No;Chocó;Quibdó;5.692277;-76.658192;2;Masculino;0;Funcionario (a) Público(a);Sin información;Sin información;Mayor de 18 años;Desconocido;Desconocido;45297;Prensa;Chocó 7 días;https://choco7dias.com/secuestran-a-delegado-de-la-registraduria-en-el-choco/
67;Violencia;2024-01-10T00:00:00;Hallaron cuerpo sin vida en Robledo Pajarito, Medellín;.Antioquia-Medellín-miércoles 10 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Antioquia;Medellín;6.244747222;-75.57482778;1;Masculino;0;Desconocida;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45302;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/valle-de-aburra/hallaron-cuerpo-baleado-en-el-barrio-robledo-pajarito-de-medellin
68;Violencia;2024-01-10T00:00:00;Asesinan a lider social en Mutatá, Antioquia;.Antioquia-Mutatá-miércoles 10 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Antioquia;Mutatá;7.243333333;-76.43583333;1;Masculino;0;Lider(esa) Social;AfroColombiano-AfroColombiano;Población en general;Mayor de 18 años;Muerto;Civil;45302;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/antioquia/victima-de-homicidio-en-el-uraba-antioqueno-era-el-lider-social-argemiro-mayo
69;Violencia;2024-01-10T00:00:00;Asesinan a un joven en Ríonegro, Antioquia;.Antioquia-Ríonegro-miércoles 10 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Antioquia;Rionegro;6.153333333;-75.37416667;1;Masculino;0;Desconocida;Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45301;Prensa;Mi oriente;https://mioriente.com/altiplano/rionegro/homicidio-parqueadero-rionegro.html
70;Violencia;2024-01-02T00:00:00;Accidente con MAP en vereda La Torre en Puerto Guzmán, Putumayo;.Putumayo-Puerto Guzmán-martes 2 enero 2024;Uso de artefactos explosivos;Mina antipersonal - MAP;No;No;No;Putumayo;Puerto Guzmán;0.963611111;-76.40861111;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Sin información;Mayor de 18 años;Muerto;Civil;45293;Equipos Locales de Coordinación - ELC;ELC Putumayo;Sin Enlace
71;Violencia;2024-01-08T00:00:00;Hallan cuerpo de un hombre en aguas del río Orteguaza ;Mina antipersonal - MAP.Caquetá-Florencia-lunes 8 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Caquetá;Florencia;1.614166667;-75.61166667;1;Masculino;0;Desconocida;Sin información;Población en general;Mayor de 18 años;Muerto;Desconocido;45299;Prensa;Sin información;https://web.facebook.com/photo/?fbid=848912470578359&set=a.501732055296404
72;Violencia;2024-01-10T00:00:00;Homicidio de una persona en el municipio de Nóvita (Chocó);.Chocó-Novita-miércoles 10 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Chocó;Nóvita;4.956111111;-76.60611111;1;Masculino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45301;Equipos Locales de Coordinación - ELC;ELC Chocó;Sin Enlace
73;Violencia;2024-01-11T00:00:00;Homicidio de un hombre en el municipio de Tadó (Chocó);.Chocó-Tadó-jueves 11 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Chocó;Tadó;5.263333333;-76.56;1;Masculino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45302;Equipos Locales de Coordinación - ELC;ELC Chocó;Sin Enlace
74;Violencia;2024-01-11T00:00:00;Amenaza de GANE a familia en Puerto Carreño Vichada ;.Vichada-Puerto Carreño-jueves 11 enero 2024 Dos hombres identificados como de La Segunda Marquetalia visitaron la casa de una familia y les dijeron que debían de irse del municipio si no pagaban la vacuna correspondiente al transporte fluvial, el miembro de la familia de origen venezolano asegura que no regresara a su país, ya que el GANE tiene una fuerte presencia allí también. ;Ataques contra la población civil;Amenazas (individuales/colectivas);Si;No;No;Vichada;Puerto Carreño;6.190312098;-67.48374172;5;Desconocido;0;Transportador(a);Sin información;Extranjero - Refugiado y Migrante (Venezolano);Mayor de 18 años;No aplica;Desconocido;2024-01-11, 2024-01-11;Sociedad Civil, Equipos Locales de Coordinación - ELC;Sin información, EHL Vichada;Versión dada por la familia a organizaciones de EHL con el objetivo de solicitar apoyo para salir del territorio.
75;Violencia;2024-01-06T00:00:00;Desactivan dos minas antipersonales cerca de una vivienda en Hacarí;.Norte De Santander-Hacarí-sábado 6 enero 2024;Uso de artefactos explosivos;Mina antipersonal - MAP;No;No;No;Norte De Santander;Hacarí;8.321388889;-73.14555556;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45297;Radio;Caracol;https://caracol.com.co/2024/01/06/desactivan-dos-minas-antipersonales-cerca-de-una-vivienda-en-hacari/
76;Violencia;2024-01-07T00:00:00;Instalación de pancartas GANE en vías de Norte de Santander;.Norte De Santander-Durania-domingo 7 enero 2024;Ataques contra la población civil;Control social (toques de queda, códigos de conducta, manuales de convivencia, carnetizando);No;No;No;Norte De Santander;Durania;7.713888889;-72.65638889;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45298;Prensa;Infobae;https://www.infobae.com/colombia/2024/01/07/eln-instalo-pancartas-en-vias-de-norte-de-santander-hay-alerta-por-posibles-explosivos/
77;Violencia;2024-01-10T00:00:00;Asesinado líder social y comunal en el barrio Antonia Santos;.Norte De Santander-Cúcuta-miércoles 10 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Norte De Santander;Cúcuta;7.9075;-72.50472222;1;Masculino;0;Lider(esa) Social;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45301;Radio;Caracol;https://caracol.com.co/2024/01/10/asesinado-lider-social-y-comunal-en-el-barrio-antonia-santos/
78;Violencia;2024-01-12T00:00:00;Amenazas contra el gremio del carbón ;.Norte De Santander-Sardinata-viernes 12 enero 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Norte De Santander;Sardinata;8.083611111;-72.80027778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45303;Radio;La W;https://www.wradio.com.co/2024/01/12/en-norte-de-santander-piden-intervencion-del-gobierno-nacional-por-amenazas-a-carboneros/
79;Violencia;2024-01-12T00:00:00;Atentado con explosivos en establecimiento comercial ;.Norte De Santander-Cúcuta-viernes 12 enero 2024;Uso de artefactos explosivos;Trampas explosivas- TE;No;No;No;Norte De Santander;Cúcuta;7.9075;-72.50472222;2;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;Herido;Desconocido;45303;Radio;Caracol;https://caracol.com.co/2024/01/12/atentado-con-explosivos-en-establecimiento-comercial-de-la-avenida-libertadores/
80;Violencia;2024-01-14T00:00:00;Atentado contra patrulla de la policia en Turbo, Antioquia;.Antioquia-Turbo-domingo 14 enero 2024;Acciones armadas;Ataque a infraestructura militar / policial;No;No;No;Antioquia;Turbo;8.093055556;-76.72833333;3;Masculino;0;Combatiente;Sin información;Población en general;Mayor de 18 años;Herido;Militar;45306;Prensa;Infobae;https://www.infobae.com/colombia/2024/01/13/patrulla-de-la-policia-en-turbo-antioquia-fue-atacada-con-explosivos/
81;Violencia;2024-01-13T00:00:00;Combates entre la fuerza pública y el Clan del Golfo en Ciudad Bolívar, Antioquia;.Antioquia-Ciudad Bolívar-viernes 12 enero 2024;Acciones armadas;Combates;No;No;No;Antioquia;Ciudad Bolívar;5.849444444;-76.02027778;1;Masculino;0;Combatiente;Sin información;Sin información;Mayor de 18 años;Herido;Actor Armado no Estatal;45303;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/antioquia/un-integrante-del-clan-del-golfo-resulto-herido-al-enfrentarse-con-el-ejercito
82;Violencia;2024-01-05T00:00:00;Menor de edad que viajaba de Cordoba a Medellín lleva varios días desaparecido;.Antioquia-Valdivia-viernes 5 enero 2024;Ataques contra la población civil;Desaparición forzada;No;Si;No;Antioquia;Valdivia;7.163611111;-75.43916667;1;Masculino;0;Desconocida;Sin información;Población en general;Menor de 18 años;Desconocido;Civil;45302;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/valle-de-aburra/buscan-menor-de-16-anos-quien-desaparecio-cuando-se-dirigia-medellin
83;Violencia;2024-01-12T00:00:00;Amenazas contra personal humanitario en el municipio de Sipí;.Chocó-Sipí-viernes 12 enero 2024;Restricción al acceso humanitario;Amenazas y violaciones encontra el personal humanitario y sus instalaciones;No;No;No;Chocó;Sipí;4.651666667;-76.64388889;1;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45303;Equipos Locales de Coordinación - ELC;ELC Chocó;Sin Enlace
84;Violencia;2024-01-06T00:00:00;Secuestran a mujer en el Bagre, Antioquia;.Antioquia-El Bagre-sábado 6 enero 2024;Ataques contra la población civil;Secuestro;No;No;No;Antioquia;El Bagre;7.604722222;-74.80861111;1;Femenino;0;Desconocida;Sin información;Población en general;Mayor de 18 años;No aplica;Civil;45304;Prensa;minuto30.com;https://www.minuto30.com/video-mujer-secuestrada-en-zona-rural-de-el-bagre-fue-liberada-por-el-ejercito/1558771/
85;Violencia;2024-01-13T00:00:00;Dos muertos y dos heridos del Ejército en enfrentamiento con el Clan del Golfo en Riohacha;.La Guajira-Riohacha-sábado 13 enero 2024;Acciones armadas;Combates;No;No;No;La Guajira;Riohacha;11.54416667;-72.90694444;2;Masculino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Herido;Desconocido;45304;Prensa;Diario del Norte;https://www.diariodelnorte.net/judiciales/dos-muertos-y-dos-heridos-del-ejercito-en-enfrentamiento-con-el-clan-del-golfo-en-riohacha/
86;Violencia;2024-01-13T00:00:00;Dos muertos y dos heridos del Ejército en enfrentamiento con el Clan del Golfo en Riohacha;.La Guajira-Riohacha-sábado 13 enero 2024;Acciones armadas;Combates;No;No;No;La Guajira;Riohacha;11.54416667;-72.90694444;2;Masculino;0;No Aplica;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45304;Prensa;Diario del Norte;https://www.diariodelnorte.net/judiciales/dos-muertos-y-dos-heridos-del-ejercito-en-enfrentamiento-con-el-clan-del-golfo-en-riohacha/
87;Violencia;2024-01-14T00:00:00;Doble homicidio en Florencia, Caquetá;.Caquetá-Florencia-domingo 14 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;Si;No;Caquetá;Florencia;1.614166667;-75.61166667;1;Masculino;0;Desconocida;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45305;Prensa;Caqueta al día;https://web.facebook.com/photo/?fbid=853073870162219&set=a.501732055296404 
88;Violencia;2024-01-14T00:00:00;Doble homicidio en Florencia, Caquetá;.Caquetá-Florencia-domingo 14 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;Si;No;Caquetá;Florencia;1.614166667;-75.61166667;1;Masculino;0;Desconocida;Sin información;Sin información;Menor de 18 años;Muerto;Desconocido;45305;Prensa;Caqueta al día;https://web.facebook.com/photo/?fbid=853073870162219&set=a.501732055296404 
89;Violencia;2024-01-05T00:00:00;Ataque con arma de fuego en San Vicente del Caguan.;.Caquetá-San Vicente Del Caguán-viernes 5 enero 2024;Ataques contra la población civil;Atentado;No;No;No;Caquetá;San Vicente del Caguán;2.115277778;-74.77;1;Masculino;0;Desconocida;Sin información;Sin información;Mayor de 18 años;Herido;Desconocido;45296;Prensa;Caqueta al día;https://web.facebook.com/photo/?fbid=846884284114511&set=a.501732055296404
90;Violencia;2024-01-01T00:00:00;Homicidio en el barrio La Floresta en Florencia, Caquetá;.Caquetá-Florencia-lunes 1 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Caquetá;Florencia;1.614166667;-75.61166667;1;Masculino;0;Desconocida;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45292;Prensa;Caqueta al día;Sin Enlace
91;Violencia;2024-01-13T00:00:00;Enfrentamientos entre grupos armados en el sector del Aguacate, Segovía;.Antioquia-Segovia-sábado 13 enero 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;No;No;Antioquia;Segovia;7.078055556;-74.70166667;0;Desconocido;0;Desconocida;Sin información;No Aplica;Sin información;No aplica;Desconocido;45304;Sociedad Civil;Analisisurbano.org;https://analisisurbano.org/
92;Violencia;2024-01-14T00:00:00;Incursión de grupo armado en la vereda de Mina Nueva, Remedios, Antioquia. ;.Antioquia-Segovia-domingo 14 enero 2024;Acciones armadas;Incursión;No;No;No;Antioquia;Segovia;7.078055556;-74.70166667;30;Desconocido;0;Campesino(a) / Agricultor(a);Sin información;Población en general;Sin información;No aplica;Civil;45306;Agencia UN;WFP;Información de campo. 
93;Violencia;2024-01-14T00:00:00;Asesinan a un hombre en Giraldo, Antioquia;.Antioquia-Giraldo-domingo 14 enero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Antioquia;Giraldo;6.680555556;-75.95277778;1;Masculino;0;Desconocida;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45306;Entidad Pública;Gobernacíón;Informe diario de homicidios
